Datetime_entry,Mua/Ban,entry_price,ema10,ema20,ema50,rsi,macd_value,macd_signal,macd_hist,volume,adx,c_DI,t_DI,Lot,Profit,win
2024-12-11 16:25:56,Ban,97916.2,97929.11682248393,97969.698995992,98007.6896086577,43.16849734884967,-53.103786637002486,-54.40933270660193,1.305546069599444,147.0,25.709579884040902,14.554154706292014,23.248418302983257,97916.2,0.01,0.0
2024-12-11 16:29:16,Ban,97866.08,97909.77486431086,97945.31161747374,97989.74892820435,39.50782932760714,-48.73459492479742,-51.19540832167189,2.460813396874471,80.0,26.120001515595884,13.363999895467263,24.872457999087356,97866.08,0.01,0.5
2024-12-11 16:31:11,Mua,97846.24,97878.38176126231,97921.40672280338,97977.10919690812,37.56691000253955,-56.02558516393765,-52.84884946881681,-3.17673569512084,64.0,28.399690365110416,11.831287145279576,29.102206265652452,97827.36,0.01,-0.5
2024-12-11 16:31:53,Ban,97807.25,97874.72539762595,97919.49148470815,97976.32056945714,35.270299138138995,-57.62980168814829,-53.16969277365894,-4.4601089144893535,251.0,28.61812472558745,11.316877304595039,30.023853795709122,97807.25,0.01,-0.43999999999999995
2024-12-11 16:32:11,Ban,97873.07,97878.57301123542,97917.47336827594,97972.89240750005,42.93572481720432,-52.51892597031838,-52.668452464686254,0.14952649436787624,33.0,29.080144891504922,13.664509456052858,28.619993782142828,97872.97,0.01,-0.5
2024-12-11 16:32:29,Mua,97891.4,97878.72028396268,97917.55051113309,97972.92417220594,43.02380935912619,-52.454310585715575,-52.6555293877657,0.20121880205012133,102.0,28.343233178530937,16.574768748066685,27.655250287699353,97873.78,0.01,0.51
2024-12-11 16:33:03,Mua,97952.97,97902.01527389845,97926.7934182656,97977.05976216092,48.82106600075532,-39.330964967870386,-48.928488814846546,9.59752384697616,28.0,25.945699774299385,20.950095400969584,25.188145858947774,97934.09,0.01,-0.5
2024-12-11 16:48:36,Ban,97931.57,97877.57857814098,97885.0235014933,97935.4251381468,53.89769868411809,-18.332127600093372,-29.36244425774015,11.030316657646779,187.0,21.374588917433886,19.59459202513426,20.156706479826887,97931.57,0.01,-0.5
2024-12-11 16:58:09,Ban,97980.15,97954.28409327666,97936.29413356479,97946.45918619637,55.4944636247773,15.874978510721121,6.88515551404794,8.98982299667318,39.0,21.76853779365231,25.353177941705766,14.404919931116208,97980.15,0.01,0.0
2024-12-11 17:04:14,Mua,98000.79,97989.50437247468,97969.29644007697,97962.49744049493,52.41262316336973,23.256609069241676,20.89739892170514,2.359210147536537,59.0,24.26152495265987,23.357262258044496,16.044906784964496,97981.51,0.01,0.0
2024-12-11 18:25:02,Mua,98457.95,98406.62163230896,98365.65178167951,98262.16391322117,64.14030338110345,56.623317088073236,56.73279202189342,-0.10947493382018081,12.0,29.79766407605703,24.543770630215818,18.75516810459824,98439.28,0.01,0.0
2024-12-11 18:37:23,Mua,98445.87,98444.51247735778,98426.8704386903,98338.33704743942,52.96673422580015,33.103920870722504,44.56513764936053,-11.461216778638025,77.0,23.499349283525437,23.007767771769995,14.423435211971702,98427.24,0.01,-1.5
2024-12-11 19:11:13,Mua,98437.2,98432.97463158723,98415.92873456526,98373.40061767868,51.881376265358824,23.668948520818958,26.92224240018502,-3.253293879366062,50.0,23.65880143458032,23.871430951516047,14.38049131104035,98418.93,0.01,-1.666666666666667
2024-12-11 19:12:05,Mua,98388.52,98416.81874822697,98408.82778665291,98372.72715418192,46.0066359575004,15.14681462275621,24.138876042134186,-8.992061419377976,37.0,21.726637923844322,22.143906213044875,19.34660930458067,98370.25,0.01,-1.5333333333333334
2024-12-11 19:12:51,Ban,98334.61,98410.33874822698,98405.43350093863,98371.3295071231,42.315503816379305,12.303737699665362,23.570260657516016,-11.266522957850654,182.0,21.620239924933735,21.038852201692915,23.371479716315253,98334.61,0.01,-1.666666666666667
2024-12-11 19:13:49,Mua,98394.7,98403.59038074262,98402.33259487928,98371.01992234612,47.695961641385615,8.372741143364692,20.49213894755996,-12.119397804195266,224.0,20.617084671259054,19.11404603982871,22.088211216407103,98376.43,0.01,5.0
2024-12-11 19:36:55,Mua,98595.99,98471.31628862128,98451.15928847785,98419.20386394885,67.41194607051777,22.41469966879231,13.319889713908573,9.094809954883736,239.0,12.227791405838177,28.622611192394476,13.223659862690809,98577.72,0.01,-4.6000000000000005
2024-12-11 19:42:04,Mua,98461.62,98486.59002585222,98472.42636838579,98438.19261670491,47.788505737361945,20.099777891562553,22.483982322628552,-2.3842044310659993,25.0,17.71255331791166,24.39118579328578,21.015377321192478,98443.35,0.01,-5.0
2024-12-12 15:42:35,Ban,100885.4,100927.01868119184,100930.42114485046,100891.24053123413,46.80275120303061,10.272369605998392,32.08801304784566,-21.81564344184727,54.0,22.902820149080068,19.894482990182176,23.54816410285,100885.4,0.01,-4.0
2024-12-12 15:48:58,Ban,101016.09,100940.76417352549,100896.36352165435,100790.39752695539,67.33630416274448,61.984308161059744,61.997245433526786,-0.012937272467041794,190.0,41.11536019103658,39.058209738050465,14.492082596788611,101016.09,0.01,5.033333333333334
